Far field
"Plane Wave Theta"[deg]	"FarField1 [dBsm]"	
-1.50000000E+1	-2.06028520E+1	
-1.45000000E+1	-1.73412688E+1	
-1.40000000E+1	-1.46904658E+1	
-1.35000000E+1	-1.25162134E+1	
-1.30000000E+1	-1.07351515E+1	
-1.25000000E+1	-9.29286542E+0	
-1.20000000E+1	-8.15188584E+0	
-1.15000000E+1	-7.28336872E+0	
-1.10000000E+1	-6.65870151E+0	
-1.05000000E+1	-6.23738422E+0	
-1.00000000E+1	-5.94722761E+0	
-9.50000000E+0	-5.65756001E+0	
-9.00000000E+0	-5.16915141E+0	
-8.50000000E+0	-4.28022091E+0	
-8.00000000E+0	-2.93004805E+0	
-7.50000000E+0	-1.25003850E+0	
-7.00000000E+0	5.57069794E-1	
-6.50000000E+0	2.33632218E+0	
-6.00000000E+0	4.00379185E+0	
-5.50000000E+0	5.52409074E+0	
-5.00000000E+0	6.88719631E+0	
-4.50000000E+0	8.09454079E+0	
-4.00000000E+0	9.15201306E+0	
-3.50000000E+0	1.00667096E+1	
-3.00000000E+0	1.08455108E+1	
-2.50000000E+0	1.14945054E+1	
-2.00000000E+0	1.20187976E+1	
-1.50000000E+0	1.24224775E+1	
-1.00000000E+0	1.27086537E+1	
-5.00000000E-1	1.28795023E+1	
0.00000000E+0	1.29363099E+1	
5.00000000E-1	1.28795023E+1	
1.00000000E+0	1.27086537E+1	
1.50000000E+0	1.24224775E+1	
2.00000000E+0	1.20187976E+1	
2.50000000E+0	1.14945054E+1	
3.00000000E+0	1.08455108E+1	
3.50000000E+0	1.00667096E+1	
4.00000000E+0	9.15201306E+0	
4.50000000E+0	8.09454079E+0	
5.00000000E+0	6.88719631E+0	
5.50000000E+0	5.52409074E+0	
6.00000000E+0	4.00379185E+0	
6.50000000E+0	2.33632218E+0	
7.00000000E+0	5.57069794E-1	
7.50000000E+0	-1.25003850E+0	
8.00000000E+0	-2.93004805E+0	
8.50000000E+0	-4.28022091E+0	
9.00000000E+0	-5.16915141E+0	
9.50000000E+0	-5.65756001E+0	
1.00000000E+1	-5.94722761E+0	
1.05000000E+1	-6.23738422E+0	
1.10000000E+1	-6.65870151E+0	
1.15000000E+1	-7.28336872E+0	
1.20000000E+1	-8.15188584E+0	
1.25000000E+1	-9.29286542E+0	
1.30000000E+1	-1.07351515E+1	
1.35000000E+1	-1.25162134E+1	
1.40000000E+1	-1.46904658E+1	
1.45000000E+1	-1.73412688E+1	
1.50000000E+1	-2.06028520E+1	
1.55000000E+1	-2.47072642E+1	
1.60000000E+1	-3.01034515E+1	
1.65000000E+1	-3.78459802E+1	
1.70000000E+1	-5.16314098E+1	
1.75000000E+1	-6.36663156E+1	
1.80000000E+1	-4.87960506E+1	
1.85000000E+1	-3.81563028E+1	
1.90000000E+1	-3.21170837E+1	
1.95000000E+1	-2.80998174E+1	
2.00000000E+1	-2.52497628E+1	
2.05000000E+1	-2.31813015E+1	
2.10000000E+1	-2.16887054E+1	
2.15000000E+1	-2.06504600E+1	
2.20000000E+1	-1.99898798E+1	
2.25000000E+1	-1.96562186E+1	
2.30000000E+1	-1.96142452E+1	
2.35000000E+1	-1.98372723E+1	
2.40000000E+1	-2.03008527E+1	
2.45000000E+1	-2.09748362E+1	
2.50000000E+1	-2.18114554E+1	
2.55000000E+1	-2.27286454E+1	
2.60000000E+1	-2.35962281E+1	
2.65000000E+1	-2.42518649E+1	
2.70000000E+1	-2.45754275E+1	
2.75000000E+1	-2.45755426E+1	
2.80000000E+1	-2.43810586E+1	
2.85000000E+1	-2.41492626E+1	
2.90000000E+1	-2.39993521E+1	
2.95000000E+1	-2.40027343E+1	
3.00000000E+1	-2.41980232E+1	
3.05000000E+1	-2.46067124E+1	
3.10000000E+1	-2.52436710E+1	
3.15000000E+1	-2.61235406E+1	
3.20000000E+1	-2.72650312E+1	
3.25000000E+1	-2.86947121E+1	
3.30000000E+1	-3.04516659E+1	
3.35000000E+1	-3.25947209E+1	
3.40000000E+1	-3.52153608E+1	
3.45000000E+1	-3.84631086E+1	
3.50000000E+1	-4.25985997E+1	
3.55000000E+1	-4.80804515E+1	
3.60000000E+1	-5.48727553E+1	
3.65000000E+1	-5.60273751E+1	
3.70000000E+1	-5.33519186E+1	
3.75000000E+1	-5.11847170E+1	
3.80000000E+1	-4.84043014E+1	
3.85000000E+1	-4.51312458E+1	
3.90000000E+1	-4.20742889E+1	
3.95000000E+1	-3.94997042E+1	
4.00000000E+1	-3.74057403E+1	
4.05000000E+1	-3.57273394E+1	
4.10000000E+1	-3.43992906E+1	
4.15000000E+1	-3.33685622E+1	
4.20000000E+1	-3.25940236E+1	
4.25000000E+1	-3.20438339E+1	
4.30000000E+1	-3.16928674E+1	
4.35000000E+1	-3.15205452E+1	
4.40000000E+1	-3.15089720E+1	
4.45000000E+1	-3.16411799E+1	
