Far field
"Plane Wave Theta"[deg]	"FarField1 [dBsm]"	
8.30000000E+1	-1.52159641E+1	
8.35000000E+1	-1.51124809E+1	
8.40000000E+1	-1.50095092E+1	
8.45000000E+1	-1.49063562E+1	
8.50000000E+1	-1.48022401E+1	
8.55000000E+1	-1.46963252E+1	
8.60000000E+1	-1.45877566E+1	
8.65000000E+1	-1.44756924E+1	
8.70000000E+1	-1.43593362E+1	
8.75000000E+1	-1.42379689E+1	
8.80000000E+1	-1.41109826E+1	
8.85000000E+1	-1.39779136E+1	
8.90000000E+1	-1.38384772E+1	
8.95000000E+1	-1.36926020E+1	
9.00000000E+1	-1.68165471E+1	
