Far field
"Plane Wave Theta"[deg]	"FarField2 [dBsm]"	
-1.50000000E+1	-3.29115291E+0	
-1.45000000E+1	-2.76293146E+0	
-1.40000000E+1	-2.83722455E+0	
-1.35000000E+1	-3.58128373E+0	
-1.30000000E+1	-5.20401410E+0	
-1.25000000E+1	-8.27042770E+0	
-1.20000000E+1	-1.49523400E+1	
-1.15000000E+1	-2.42234276E+1	
-1.10000000E+1	-9.86553688E+0	
-1.05000000E+1	-4.67732268E+0	
-1.00000000E+1	-1.61451029E+0	
-9.50000000E+0	3.56899853E-1	
-9.00000000E+0	1.57649154E+0	
-8.50000000E+0	2.16845155E+0	
-8.00000000E+0	2.14494914E+0	
-7.50000000E+0	1.41289173E+0	
-7.00000000E+0	-3.03158564E-1	
-6.50000000E+0	-3.80865467E+0	
-6.00000000E+0	-1.32326259E+1	
-5.50000000E+0	-1.02768986E+1	
-5.00000000E+0	-7.90308914E-1	
-4.50000000E+0	3.98640683E+0	
-4.00000000E+0	7.19841875E+0	
-3.50000000E+0	9.57139326E+0	
-3.00000000E+0	1.13927113E+1	
-2.50000000E+0	1.28054200E+1	
-2.00000000E+0	1.38902675E+1	
-1.50000000E+0	1.46961857E+1	
-1.00000000E+0	1.52537028E+1	
-5.00000000E-1	1.55814850E+1	
0.00000000E+0	1.56896723E+1	
5.00000000E-1	1.55814850E+1	
1.00000000E+0	1.52537028E+1	
1.50000000E+0	1.46961857E+1	
2.00000000E+0	1.38902674E+1	
2.50000000E+0	1.28054200E+1	
3.00000000E+0	1.13927113E+1	
3.50000000E+0	9.57139319E+0	
4.00000000E+0	7.19841866E+0	
4.50000000E+0	3.98640669E+0	
5.00000000E+0	-7.90309120E-1	
5.50000000E+0	-1.02768990E+1	
6.00000000E+0	-1.32326258E+1	
6.50000000E+0	-3.80865488E+0	
7.00000000E+0	-3.03158896E-1	
7.50000000E+0	1.41289129E+0	
8.00000000E+0	2.14494858E+0	
8.50000000E+0	2.16845085E+0	
9.00000000E+0	1.57649067E+0	
9.50000000E+0	3.56898779E-1	
1.00000000E+1	-1.61451163E+0	
1.05000000E+1	-4.67732443E+0	
1.10000000E+1	-9.86553947E+0	
1.15000000E+1	-2.42234363E+1	
1.20000000E+1	-1.49523389E+1	
1.25000000E+1	-8.27042831E+0	
1.30000000E+1	-5.20401536E+0	
1.35000000E+1	-3.58128545E+0	
1.40000000E+1	-2.83722668E+0	
1.45000000E+1	-2.76293400E+0	
1.50000000E+1	-3.29115589E+0	
1.55000000E+1	-4.44768379E+0	
1.60000000E+1	-6.36892324E+0	
1.65000000E+1	-9.41790839E+0	
1.70000000E+1	-1.47217409E+1	
1.75000000E+1	-3.11678779E+1	
1.80000000E+1	-1.84430892E+1	
1.85000000E+1	-1.20623761E+1	
1.90000000E+1	-9.00550041E+0	
1.95000000E+1	-7.32551970E+0	
