Far field
"Plane Wave Theta"[deg]	"FarField1 [dBsm]"	
2.10000000E+1	5.42934698E+0	
2.15000000E+1	4.49513198E+0	
2.20000000E+1	2.88103274E+0	
2.25000000E+1	3.24324405E-1	
2.30000000E+1	-3.90262691E+0	
2.35000000E+1	-1.31339570E+1	
2.40000000E+1	-1.44810363E+1	
2.45000000E+1	-4.95687227E+0	
2.50000000E+1	-1.02790557E+0	
2.55000000E+1	1.15695917E+0	
2.60000000E+1	2.38844542E+0	
2.65000000E+1	2.95337561E+0	
2.70000000E+1	2.97038319E+0	
2.75000000E+1	2.47415574E+0	
2.80000000E+1	1.43456926E+0	
2.85000000E+1	-2.60953572E-1	
2.90000000E+1	-2.88788915E+0	
2.95000000E+1	-7.20217447E+0	
3.00000000E+1	-1.67536825E+1	
3.05000000E+1	-1.70615920E+1	
3.10000000E+1	-7.86802924E+0	
3.15000000E+1	-3.95535238E+0	
3.20000000E+1	-1.72442300E+0	
3.25000000E+1	-4.07667788E-1	
3.30000000E+1	2.80586056E-1	
3.35000000E+1	4.66031186E-1	
3.40000000E+1	1.98592846E-1	
3.45000000E+1	-5.22661216E-1	
3.50000000E+1	-1.75053519E+0	
3.55000000E+1	-3.61785713E+0	
3.60000000E+1	-6.43167758E+0	
3.65000000E+1	-1.10455199E+1	
3.70000000E+1	-2.19108002E+1	
3.75000000E+1	-1.87492527E+1	
3.80000000E+1	-1.05862487E+1	
3.85000000E+1	-6.85851708E+0	
3.90000000E+1	-4.66050235E+0	
3.95000000E+1	-3.30389483E+0	
4.00000000E+1	-2.52041522E+0	
4.05000000E+1	-2.18455231E+0	
4.10000000E+1	-2.23662237E+0	
4.15000000E+1	-2.65645018E+0	
4.20000000E+1	-3.45612537E+0	
4.25000000E+1	-4.68508863E+0	
4.30000000E+1	-6.45222581E+0	
4.35000000E+1	-8.99003484E+0	
4.40000000E+1	-1.28738639E+1	
4.45000000E+1	-2.02385057E+1	
4.50000000E+1	-2.95899756E+1	
4.55000000E+1	-1.64255021E+1	
4.60000000E+1	-1.17421409E+1	
4.65000000E+1	-9.06969100E+0	
4.70000000E+1	-7.36861943E+0	
4.75000000E+1	-6.27353875E+0	
4.80000000E+1	-5.61602417E+0	
4.85000000E+1	-5.30807210E+0	
4.90000000E+1	-5.30232597E+0	
4.95000000E+1	-5.57618687E+0	
5.00000000E+1	-6.12563246E+0	
5.05000000E+1	-6.96446441E+0	
5.10000000E+1	-8.12852040E+0	
5.15000000E+1	-9.68762965E+0	
5.20000000E+1	-1.17749715E+1	
5.25000000E+1	-1.46672802E+1	
5.30000000E+1	-1.90677563E+1	
5.35000000E+1	-2.77927845E+1	
5.40000000E+1	-2.94010517E+1	
5.45000000E+1	-2.04121980E+1	
5.50000000E+1	-1.63576213E+1	
5.55000000E+1	-1.39106723E+1	
5.60000000E+1	-1.22880726E+1	
5.65000000E+1	-1.11852362E+1	
5.70000000E+1	-1.04526867E+1	
5.75000000E+1	-1.00068165E+1	
