Far field
"Plane Wave Theta"[deg]	"FarField1 [dBsm]"	
8.05000000E+1	-2.02742465E+1	
8.10000000E+1	-2.07625976E+1	
8.15000000E+1	-2.12774868E+1	
8.20000000E+1	-2.18219808E+1	
8.25000000E+1	-2.23997988E+1	
8.30000000E+1	-2.30154841E+1	
8.35000000E+1	-2.36746415E+1	
8.40000000E+1	-2.43842665E+1	
8.45000000E+1	-2.51532205E+1	
8.50000000E+1	-2.59929307E+1	
8.55000000E+1	-2.69184598E+1	
8.60000000E+1	-2.79502032E+1	
8.65000000E+1	-2.91167163E+1	
8.70000000E+1	-3.04597060E+1	
8.75000000E+1	-3.20435320E+1	
8.80000000E+1	-3.39751590E+1	
8.85000000E+1	-3.64521312E+1	
8.90000000E+1	-3.99032147E+1	
8.95000000E+1	-4.55472682E+1	
9.00000000E+1	-1.00000000E+3	
